1.3920e-01,1.1719e-02,1.7578e-01,1.8945e-01,1.1719e-01,1.2500e-01,1.1862e-01,1.2305e-01
8.2031e-02,1.0478e-02,2.0117e-01,2.9102e-01,7.4219e-02,9.9609e-02,1.1719e-01,1.2429e-01
4.1016e-02,2.4877e-02,2.3047e-01,1.1523e-01,9.5703e-02,9.1569e-02,8.2031e-02,3.1910e-01
5.2734e-02,1.3659e-02,1.4063e-01,1.4258e-01,1.7188e-01,6.6406e-02,1.7188e-01,2.4025e-01
1.1207e-01,7.4629e-03,1.6016e-01,1.5430e-01,1.1645e-01,1.5444e-01,7.4219e-02,2.2091e-01
8.7891e-02,2.5048e-02,1.4258e-01,1.1914e-01,1.2109e-01,1.3281e-01,1.5625e-01,2.1519e-01
1.2109e-01,5.6263e-02,1.5820e-01,8.2031e-02,1.6016e-01,9.7656e-02,1.0352e-01,2.2108e-01
8.3984e-02,2.2458e-02,1.3477e-01,1.4844e-01,1.3867e-01,1.2109e-01,1.1523e-01,2.3535e-01
1.4455e-01,1.9815e-02,1.0547e-01,1.4648e-01,5.0759e-02,1.1133e-01,1.1328e-01,3.0832e-01
1.4259e-01,7.8118e-03,6.8356e-02,1.2500e-01,1.2891e-01,1.4453e-01,1.1523e-01,2.6758e-01
1.3086e-01,4.2250e-02,1.1722e-01,1.0742e-01,1.5430e-01,1.2106e-01,6.6406e-02,2.6048e-01
0.0000e+00,4.5638e-11,0.0000e+00,7.0312e-01,0.0000e+00,0.0000e+00,0.0000e+00,2.9688e-01
1.3657e-01,2.0943e-92,0.0000e+00,3.9063e-02,8.2046e-01,2.6654e-78,0.0000e+00,3.9062e-03
3.5158e-02,1.3230e-02,6.4453e-02,1.2500e-01,3.9063e-03,9.9609e-02,3.5156e-01,3.0708e-01
0.0000e+00,5.9347e-03,3.7080e-01,1.7383e-01,3.1055e-01,2.9844e-02,3.6180e-282,1.0905e-01
4.4531e-01,5.7008e-03,0.0000e+00,1.9531e-02,3.7109e-02,3.7304e-01,0.0000e+00,1.1931e-01
3.6719e-01,1.9957e-02,0.0000e+00,2.9297e-02,6.8359e-02,4.5312e-01,0.0000e+00,6.2074e-02
6.4305e-02,3.0116e-02,0.0000e+00,5.8594e-03,0.0000e+00,0.0000e+00,3.8296e-01,5.1676e-01
3.9255e-01,8.5817e-03,0.0000e+00,1.7578e-02,0.0000e+00,0.0000e+00,5.2758e-02,5.2853e-01
4.1211e-01,3.8097e-03,0.0000e+00,6.4453e-02,7.8125e-03,0.0000e+00,0.0000e+00,5.1182e-01
0.0000e+00,7.8106e-03,2.3438e-02,3.8477e-01,0.0000e+00,4.8828e-02,4.6680e-01,6.8361e-02
0.0000e+00,3.9062e-03,4.3750e-01,2.1484e-02,4.6289e-01,2.5391e-02,0.0000e+00,4.8828e-02
0.0000e+00,1.9266e-02,4.0820e-01,1.9531e-02,3.8672e-01,4.2969e-02,0.0000e+00,1.2331e-01
1.0662e-01,5.8340e-19,2.4023e-01,8.1699e-02,2.9297e-02,0.0000e+00,1.7658e-01,3.6557e-01
4.6875e-02,0.0000e+00,3.9844e-01,5.1172e-01,3.5156e-02,0.0000e+00,7.8125e-03,2.3371e-305
1.0156e-01,0.0000e+00,3.8477e-01,4.7461e-01,1.1719e-02,0.0000e+00,2.7344e-02,0.0000e+00
